STRUCNUM,Common_EN_List,Number_of_common_elements
19C216  28  330,"(12, 107, 210, 215, 301, 311, 330, 515)",8
19C217  28  343,"(12, 107, 215, 330, 510, 515)",6
19C218  12 1040,"(12, 107, 215, 225, 306, 311, 313, 330, 510, 515)",10
19C219  27  235,"(12, 107, 215, 330, 510, 515)",6
19C220012400038,"(31, 111, 117, 135, 156, 206, 216, 220, 225, 235, 332)",11
19C222  67  339,"(12, 107, 205, 215, 220, 234, 306, 311, 313, 330, 510, 515)",12
19C224  33 1902,"(12, 107, 210, 215, 225, 302, 306, 311, 313, 330, 510, 515)",12
19C231000601454,"(12, 16, 104, 109, 210, 215, 220, 302, 306, 311, 330, 510, 515)",13
19C233000601635,"(12, 107, 210, 215, 306, 311, 313, 330, 510, 515)",10
19C234000601875,"(12, 107, 205, 215, 220, 225, 234, 302, 306, 311, 313, 330, 510, 515)",14
19C235000602355,"(12, 107, 215, 330, 510, 515)",6
19C236000602374,"(12, 107, 205, 215, 220, 234, 306, 313, 330, 510, 515)",11
19C237000602428,"(12, 107, 205, 215, 220, 225, 234, 306, 330, 510, 515)",11
19C238000602482,"(12, 107, 205, 215, 220, 234, 306, 311, 313, 330, 510, 515)",12
19C239005200413,"(12, 107, 210, 215, 225, 306, 311, 313, 330, 510, 515)",11
19C240  51  268,"(12, 107, 215, 330, 510, 515)",6
19C241  51  189,"(215, 310, 330, 510, 515)",5
19C245  38  285,"(12, 107, 205, 210, 215, 220, 225, 234, 306, 310, 311, 313, 330, 510, 515)",15
19C247003800740,"(12, 107, 205, 215, 220, 234, 306, 311, 313, 330, 510, 515)",12
19C258012800104,"(12, 107, 215, 225, 231, 306, 330, 510, 515)",9
19C259131W00062,"(12, 107, 215, 225, 306, 313, 330, 510, 515)",9
19C260  48  241,"(215, 226, 234, 306, 331, 510)",6
19C261  48  345,"(12, 109, 210, 215, 306, 310, 331, 510)",8
19C262  48  623,"(215, 306, 310, 330, 510, 515)",6
19C263  48  767,"(38, 215, 225, 226, 234, 306, 310, 330, 510, 515)",10
19C264  48  945,"(16, 109, 215, 306, 310, 330, 510, 515)",8
19C268 48A  265,"(12, 107, 210, 215, 225, 306, 311, 313, 330, 510, 515)",11
19C273  64  063,"(215, 225, 234, 306, 310, 330, 510, 515)",8
19C274025100014,"(215, 226, 234, 306, 331, 510)",6
19C275  55  075,"(16, 109, 215, 306, 310, 330, 510, 515)",8
19C276  55  303,"(215, 225, 234, 306, 310, 330, 510, 515)",8
19C277  55  320,"(38, 215, 306, 330, 510, 515)",6
19C281015200011,"(12, 107, 210, 215, 225, 311, 330, 510, 515)",9
19C309013000024,"(215, 306, 330, 510, 515)",5
19C317024000017,"(12, 107, 210, 215, 225, 302, 306, 311, 313, 330, 510, 515)",12
19C319004900300,"(215, 310, 330, 515)",4
19C321004900953,"(215, 225, 310, 330, 515)",5
19C323019500204,"(215, 226, 234, 306, 310, 330, 510, 515)",8
19C324 195  316,"(12, 109, 215, 306, 310, 330, 510, 515)",8
19C329000301111,"(215, 225, 234, 306, 310, 330, 510, 515)",8
19C330000301142,"(12, 107, 215, 306, 330, 510, 515)",7
19C331   3 1265,"(16, 109, 215, 306, 310, 330, 510, 515)",8
19C334001100267,"(12, 107, 205, 210, 215, 234, 302, 311, 313, 330, 510, 515)",12
19C335  96  016,"(16, 110, 215, 306, 331, 510)",6
19C336  97  022,"(12, 109, 210, 215, 310, 330, 515)",7
19C337 12A  011,"(28, 107, 152, 205, 210, 215, 220, 234, 311, 330, 515)",11
19C340 18A  018,"(16, 38, 104, 215, 306, 310, 331, 510)",8
19C341   5  524,"(12, 107, 215, 306, 330, 510, 515)",7
19C344   5 1005,"(12, 107, 152, 215, 225, 306, 331, 510, 515)",9
19C347   5 1734,"(210, 215, 306, 310, 330, 510, 515)",7
19C348   5 1783,"(29, 107, 113, 152, 202, 210, 219, 225, 306, 311, 330, 510, 515)",13
19C350   6 1410,"(12, 109, 210, 215, 220, 306, 310, 331)",8
19C351   6 1008,"(12, 107, 215, 330, 510, 515)",6
19C358 57A  015,"(12, 109, 210, 215, 220, 300, 310, 311, 331, 515)",10
19C359  57  420,"(12, 107, 210, 215, 225, 306, 311, 330, 510, 515)",10
19C360005700262,"(12, 107, 205, 215, 220, 234, 306, 311, 330, 510, 515)",11
19C363  16 1430,"(12, 107, 152, 205, 215, 220, 234, 306, 311, 330, 510, 515)",12
19C364  12 1052,"(12, 107, 215, 225, 306, 311, 313, 330, 510, 515)",10
19C365 27B  002,"(12, 107, 215, 304, 311, 330, 515)",7
19C366009400240,"(12, 107, 215, 330, 510, 515)",6
19C386024900054,"(110, 205, 210, 220, 330, 510, 515)",7
19C407  16 1221,"(12, 16, 104, 109, 205, 215, 234, 301, 306, 310, 331, 510)",12
19C408 115  045,"(12, 16, 104, 109, 205, 215, 234, 306, 310, 331, 510)",11
19C409002400887,"(12, 107, 205, 215, 234, 301, 306, 311, 313, 330, 510, 515)",12
19C410  72  115,"(31, 111, 216, 228, 330, 515)",6
19C411082A00003,"(12, 109, 205, 215, 220, 310, 330, 510)",8
19C413120A00073,"(215, 225, 310, 330, 515)",5
19C414021100005,"(12, 107, 215, 330, 510, 515)",6
19C415021100013,"(12, 107, 210, 215, 306, 311, 313, 330, 510, 515)",10
19C416 218  008,"(31, 111, 216, 225, 235, 306, 330, 510, 515)",9
19C417025000017,"(12, 107, 205, 215, 220, 225, 234, 306, 311, 330, 510, 515)",12
19C418028100004,"(29, 107, 113, 152, 215, 301, 311, 330, 515)",9
19C419281A00004,"(28, 107, 210, 215, 304, 311, 330, 515)",8
19C420322A00003,"(28, 29, 107, 113, 152, 215, 330, 515)",8
19C421035700018,"(12, 107, 215, 306, 330, 510, 515)",7
19C42229A 005,"(28, 107, 215, 304, 311, 313, 330, 515)",8
19C424037900031,"(215, 306, 310, 330, 515)",5
19C451 388  431,"(12, 16, 107, 110, 210, 215, 330, 510, 515)",9
19C452 388  490,"(16, 110, 215, 330, 510, 515)",6
19C453 388  628,"(215, 306, 310, 331, 510)",5
19C454 388  838,"(16, 110, 215, 225, 330, 510, 515)",7
19C457 389  009,"(12, 104, 210, 215, 220, 301, 306, 310, 330, 331, 510)",11
19C467   1  326,"(16, 110, 205, 215, 330, 510, 515)",7
19C468   1  385,"(16, 110, 205, 215, 225, 234, 306, 331, 510)",9
19C469002201332,"(144, 204, 215, 220, 234, 331)",6
19C470   1  670,"(16, 110, 215, 225, 331, 510)",6
19C471   1 1031,"(12, 109, 210, 215, 220, 306, 310, 331)",8
19C476   1 2348,"(16, 109, 210, 215, 306, 310, 331, 510)",8
19C477  1  2652,"(16, 109, 210, 215, 301, 306, 310, 330, 331, 515)",10
19C480   1 3499,"(12, 107, 205, 215, 220, 234, 306, 311, 313, 330, 331, 510, 515)",13
19C485   8  076,"(12, 107, 215, 231, 311, 330, 510, 515)",8
19C487  10  053,"(12, 31, 107, 117, 135, 156, 205, 210, 215, 220, 234, 235, 304, 306, 311, 330, 332, 515)",18
19C488  11  900,"(12, 109, 210, 215, 220, 306, 310, 331)",8
19C489 12B  002,"(16, 109, 210, 215, 220, 306, 310, 330, 331, 510, 515)",11
19C490  13  775,"(12, 107, 210, 215, 225, 306, 311, 331, 510, 515)",10
19C491  14  015,"(12, 109, 210, 215, 306, 310, 330, 515)",8
19C492  19  805,"(12, 107, 205, 215, 220, 234, 311, 313, 330, 510, 515)",11
19C494 20A  200,"(16, 105, 110, 155, 205, 215, 220, 234, 302, 311, 331, 510)",12
19C498  42  882,"(28, 107, 113, 141, 152, 205, 215, 220, 234, 311, 313, 330, 515)",13
19C499  47  007,"(12, 109, 210, 215, 220, 226, 234, 306, 310, 510)",10
19C500  48  017,"(12, 107, 109, 215, 226, 234, 306, 310, 311, 313, 331, 510, 515)",13
19C501  48  101,"(12, 107, 110, 205, 215, 225, 234, 306, 311, 331, 510, 515)",12
19C502  78  175,"(215, 310, 330, 515)",4
19C503  78  207,"(215, 310, 330, 515)",4
19C504  99  005,"(38, 205, 215, 228, 234, 306, 331, 510)",8
19C505 154  003,"(38, 215, 226, 234, 331, 510)",6
19C506 167  036,"(215, 226, 234, 306, 310, 331, 510)",7
19C507 167  060,"(12, 109, 215, 226, 302, 310, 331, 510)",8
19C508 167  072,"(12, 16, 105, 109, 205, 210, 215, 234, 310, 311, 313, 331, 510)",13
19C509 195  001,"(12, 28, 107, 109, 161, 205, 215, 220, 304, 311, 313, 330, 510, 515)",14
19C511207A00002,"(215, 306, 310, 330, 510, 515)",6
19C512 212  159,"(12, 110, 205, 215, 220, 306, 311, 331, 510)",9
19C513 386  040,"(110, 144, 155, 205, 210, 215, 220, 306, 331)",9
19C514 386  089,"(16, 110, 116, 155, 205, 215, 220, 306, 331, 510)",10
19C515 387  066,"(12, 16, 107, 110, 113, 152, 205, 215, 220, 225, 234, 306, 311, 313, 330, 510, 515)",17
19C519038800108,"(12, 16, 110, 113, 120, 152, 155, 162, 205, 215, 220, 234, 311, 313, 331, 515)",16
19C521   3  695,"(12, 28, 107, 202, 215, 220, 231, 306, 311, 313, 330, 515)",12
19C523  26  002,"(215, 306, 310, 330, 331, 510, 515)",7
19C524395-00.07,"(215, 225, 306, 310, 330, 331, 510, 515)",8
19C525000000050,"(28, 113, 120, 152, 215, 225, 304, 311, 313, 330, 515)",11
19C526000101934,"(240, 515)",2
20004 009 17440,"(16, 104, 155, 215, 300, 306, 310, 331)",8
20008 004 09211,"(12, 104, 215, 306, 310, 331)",6
2000A 068200013,"(12, 111, 205, 216, 225, 228, 231, 235, 306, 330, 510, 515)",12
2000B 068200023,"(12, 111, 216, 225, 228, 235, 306, 330, 510, 515)",10
20020 063 00037,"(16, 104, 210, 215, 234, 300, 310, 331, 521)",9
20021 001 03609,"(16, 104, 205, 215, 234, 300, 310, 331, 521)",9
20022 001 03609,"(16, 104, 205, 215, 220, 234, 300, 310, 331, 521)",10
20023 015 11111,"(241,)",1
20026 001 25213,"(12, 109, 205, 215, 234, 301, 310, 331)",8
20027 224 00002,"(16, 109, 205, 215, 234, 302, 306, 310, 330, 510, 515)",11
20028 000 00000,"(240, 515)",2
20029 000 00000,"(240, 515)",2
20030 000 00000,"(240,)",1
20031 000 00000,"(240, 515)",2
20032 001 25222,"(205, 215, 234, 301, 331, 521)",6
20034 001 25254,"(12, 109, 215, 225, 234, 310, 331, 521)",8
20035 001 25257,"(12, 109, 215, 225, 234, 310, 331, 521)",8
20038 033 01389,"(12, 109, 215, 306, 331)",5
20039 001 17224,"(12, 109, 205, 215, 234, 301, 310, 331)",8
20040 001 17424,"(12, 109, 215, 301, 310, 331)",6
20041 001 17424,"(12, 109, 215, 301, 310, 331)",6
20042 729 00130,"(16, 104, 215, 310, 330, 510, 515)",7
20043 011 00187,"(12, 104, 205, 215, 234, 330, 510, 515)",8
20046 005 18862,"(215, 306, 310, 331, 510)",5
20047 005 18877,"(215, 306, 310, 331, 510)",5
20048 005 18936,"(215, 306, 310, 331, 510)",5
20049 420 00364,"(202, 215, 234, 306, 310, 330, 510, 515)",8
20051 041 06563,"(12, 109, 215, 302, 310, 331)",6
20052 041 06585,"(104, 215, 302, 310, 331)",5
20053 000 00033,"(215, 306, 310, 331, 510)",5
20054 906 00019,"(12, 109, 215, 300, 310, 331)",6
20055 819 01325,"(12, 109, 210, 215, 331)",5
20056 803 02301,"(16, 109, 210, 215, 306, 310, 331, 510)",8
20057 414700732,"(104, 215, 310, 331, 510)",5
20058 414700549,"(104, 215, 310, 331, 510)",5
20059 414700460,"(104, 215, 310, 331, 510)",5
20060 001 19546,"(16, 104, 155, 205, 215, 234, 300, 301, 303, 314, 331)",11
20061 001 19578,"(12, 107, 215, 300, 310, 331, 515, 521)",8
20062 001 19578,"(12, 107, 215, 300, 310, 331, 515)",7
20065 009 00213,"(12, 109, 215, 301, 331)",5
20066 021 01032,"(12, 104, 109, 205, 215, 234, 300, 310, 331)",9
20067 859 00943,"(215, 310, 330, 510, 515)",5
20068 859 00640,"(215, 310, 330, 510, 515)",5
20069 142 00184,"(12, 109, 210, 215, 300, 310, 331)",7
20070 804 00150,"(205, 215, 234, 306, 310, 331, 510)",7
20071 992 02194,"(215, 306, 310, 330, 510, 515)",6
20072 778 01160,"(16, 104, 215, 310, 330, 510, 515)",7
20073 058100000,"(215, 306, 310, 330, 510, 515)",6
20075 679 00211,"(215, 310, 330, 510)",4
200760000000030,"(215, 225, 234, 306, 310, 330, 510, 515)",8
20080 006 18843,"(12, 107, 205, 210, 215, 234, 300, 331, 515)",9
20083 722 00088,"(12, 109, 215, 301, 310, 331)",6
20086 660 00038,"(16, 104, 110, 205, 215, 234, 301, 310, 330, 331, 510, 515)",12
20087 960 00002,"(16, 104, 215, 306, 310, 331, 510)",7
20088 010 00542,"(12, 109, 205, 215, 234, 301, 331)",7
20089 000 00000,"(215, 331, 510)",3
20090 000 00030,"(215, 310, 331, 510)",4
20091 073 00000,"(12, 109, 215, 301, 306, 331)",6
20093 001 09953,"(12, 104, 215, 301, 310, 331, 521)",7
20094 001 09953,"(12, 104, 215, 301, 310, 331, 521)",7
20101 000 00000,"(16, 109, 215, 310, 331, 510)",6
20102 018600610,"(215, 310, 330, 510, 515)",5
20103 222 01444,"(16, 104, 215, 301, 306, 310, 331, 521)",8
20104 222 01459,"(12, 109, 205, 215, 234, 306, 310, 331, 521)",9
20105 875 01239,"(215, 310, 330, 510, 515)",5
20106 863 00035,"(215, 306, 310, 331, 510)",5
20107 661600028,"(31, 107, 113, 152, 215, 304, 310, 332, 515)",9
20109 001 25284,"(241,)",1
20118 028 00185,"(215, 310, 330, 510, 515)",5
20119 028 00185,"(215, 310, 330, 510, 515)",5
20120 018 00808,"(12, 107, 205, 215, 234, 301, 306, 310, 314, 331, 515)",11
20121 859 00450,"(12, 109, 205, 215, 234, 310, 330, 515)",8
20122 859 00900,"(12, 109, 205, 215, 234, 310, 330, 510, 515)",9
20124 000 00234,"(215, 310, 330, 510, 515)",5
20126 005A00139,"(12, 104, 210, 215, 301, 331)",6
20127 001200390,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20128 001B00440,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20129 000 01280,"(16, 104, 210, 215, 300, 301, 331)",7
20130 251 01440,"(215, 306, 310, 330, 510, 515)",6
20133 000 00014,"(215, 306, 310, 331, 510)",5
20134 000 00038,"(16, 109, 215, 306, 331, 510)",6
20136 000000000,"(12, 16, 105, 113, 141, 148, 152, 205, 215, 234, 300, 303, 304, 314, 315, 330, 331, 515)",18
20138 000 00000,"(215, 306, 310, 331, 510)",5
20139 033 05131,"(215, 306, 310, 331, 510)",5
20147 007 00367,"(12, 104, 210, 215, 301, 306, 310, 331)",8
20148 008 00168,"(12, 109, 210, 215, 331)",5
20149 000 00037,"(16, 104, 215, 310, 330, 510, 515)",7
20150 035 00000,"(12, 104, 215, 300, 301, 306, 310, 331)",8
20151 063 00035,"(12, 104, 215, 306, 310, 331, 521)",7
20153 062 00117,"(12, 109, 215, 225, 234, 303, 310, 330, 515)",9
20154 004600538,"(215, 306, 310, 330, 510, 515)",6
20155 018 06795,"(215, 306, 310, 331, 510)",5
20156 018 07340,"(215, 310, 331, 510)",4
20174 145 00006,"(215, 310, 330, 515)",4
20175 066 00334,"(215, 310, 330, 515)",4
20176 132 00130,"(16, 109, 210, 215, 302, 310, 330, 515)",8
20177 867 01761,"(215, 310, 330, 510, 515)",5
20178 510 00107,"(16, 104, 215, 310, 330, 510, 515)",7
20179 001 18891,"(12, 109, 205, 215, 220, 234, 301, 331)",8
20182 000 00110,"(215, 310, 331, 510)",4
20183 540 00140,"(215, 310, 331, 510)",4
20185 000 00000,"(215, 330, 510, 515)",4
20186 000 00010,"(215, 310, 330, 510, 515)",5
20187 930 00029,"(12, 107, 215, 300, 301, 310, 330, 515)",8
20188 000 00000,"(215, 310, 331, 510)",4
20189 000X00027,"(31, 111, 117, 120, 152, 162, 202, 205, 215, 219, 231, 313, 332, 510, 515)",15
20190 102 00016,"(215, 306, 310, 331, 510)",5
20191 000000000,"(215, 306, 310, 331, 510)",5
20197 032 01253,"(15, 104, 215, 310, 330, 510)",6
20198 009 13386,"(143, 155, 205, 215, 234, 310, 331, 510)",8
20199 000 00000,"(12, 109, 205, 215, 234, 301, 331)",7
20201 045 01067,"(215, 301, 310, 330, 510, 515)",6
20205 021C00025,"(12, 104, 210, 215, 301, 310, 331)",7
20206 004 15305,"(215, 306, 310, 331)",4
20207 004 15308,"(12, 104, 215, 306, 310, 331)",6
20210 000 00000,"(16, 104, 215, 306, 310, 331, 510)",7
20211 000 00000,"(215, 306, 310, 331, 510)",5
20212 001 13046,"(38, 205, 215, 234, 301, 310, 331, 510)",8
20213 001 13046,"(38, 205, 215, 234, 301, 310, 331, 510)",8
20214 001 13147,"(38, 215, 225, 234, 306, 331, 510, 521)",8
20215 001 13147,"(16, 38, 104, 215, 225, 234, 300, 310, 331, 510)",10
20216 001 13652,"(38, 215, 301, 331, 521)",5
20217 073 00161,"(215, 306, 310, 330, 510, 515)",6
20219 000 00000,"(215, 306, 310, 331, 510)",5
20220 859 00290,"(12, 104, 205, 215, 234, 301, 310, 330, 515)",9
20221 030400116,"(215, 306, 310, 330, 510, 515)",6
20227 000 00000,"(12, 109, 215, 225, 234, 306)",6
20229 000 00100,"(215, 306, 310, 330, 510, 515)",6
20231 033 01407,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20232 033 01424,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20237 033 01802,"(12, 109, 215, 331)",4
20238 033 02101,"(215, 306, 310, 330, 510, 515)",6
20239 001 13871,"(12, 109, 215, 225, 234, 300, 301, 310, 331, 521)",10
20240 001 13860,"(38, 215, 301, 310, 331, 510, 521)",7
2024100117964,"(12, 104, 110, 215, 301, 310, 331, 521)",8
2024200117999,"(12, 109, 205, 215, 234, 303, 310, 331)",8
20243 C12702339,"(16, 109, 215, 310, 330, 510, 515)",7
20252 039 02466,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20255 341 04701,"(12, 107, 215, 306, 331, 515)",6
20256 064300107,"(215, 306, 310, 330, 510, 515)",6
20257 012200203,"(104, 215, 310, 330, 510, 515)",6
20258 C55327533,"(215, 310, 330, 510, 515)",5
20259 112100006,"(215, 310, 330, 510, 515)",5
20276 858 00254,"(12, 109, 205, 215, 234, 301, 310, 331)",8
20279 C30500013,"(215, 310, 330, 510, 515)",5
20280 C30500020,"(215, 310, 330, 510, 515)",5
20281 080501139,"(215, 306, 310, 330, 510, 515)",6
20282 080500832,"(16, 109, 215, 310, 330, 510, 515)",7
20283 071700644,"(215, 306, 310, 330, 510, 515)",6
20284 100001456,"(215, 306, 310, 330, 510, 515)",6
20285 800 01400,"(215, 301, 310, 330, 510, 515)",6
20286000000000,"(215, 310, 330, 510, 515)",5
20287 C52800071,"(215, 306, 310, 330, 510, 515)",6
20288 572 00100,"(215, 306, 310, 330, 510, 515)",6
20289 572 00108,"(215, 306, 310, 330, 510, 515)",6
20295 143000122,"(12, 109, 210, 215, 300, 310, 331)",7
20296 069 00014,"(104, 215, 301, 310, 331, 510)",6
20297 069 00675,"(104, 215, 301, 310, 331, 510)",6
20298 001C26010,"(215, 301, 306, 310, 331, 510)",6
20299 086600254,"(215, 306, 310, 330, 510, 515)",6
20303 001 10752,"(12, 109, 210, 215, 300, 301, 310, 331, 521)",9
20304 001400223,"(215, 301, 310, 331, 510)",5
20306 734 00325,"(12, 109, 205, 215, 234, 301, 331)",7
20307 000 00080,"(12, 104, 109, 205, 215, 234, 300, 310, 331)",9
20316 102 08194,"(219, 225, 306, 310, 330, 510, 515)",7
20317 000 01061,"(12, 110, 215, 306, 310, 331)",6
20325 211 00000,"(241, 330, 510, 515)",4
20326 041 03399,"(12, 109, 215, 302, 306, 310, 331, 521)",8
20327 041 03744,"(12, 109, 215, 302, 310, 331)",6
20329 021 00159,"(205, 215, 225, 234, 306, 310, 331, 510)",8
20330 657 00362,"(215, 306, 310, 330, 510, 515)",6
20331 041600043,"(12, 109, 210, 215, 301, 310, 331)",7
20333 035 07665,"(12, 104, 210, 215, 301, 306, 331, 521)",8
203340000000000,"(31, 111, 210, 215, 330, 510, 515)",7
20335 001 17840,"(12, 104, 110, 205, 215, 234, 306, 331, 521)",9
20336 001 17964,"(12, 104, 110, 215, 301, 310, 331)",7
20337 001 13200,"(38, 215, 301, 331, 510, 521)",6
20338 026 05351,"(12, 107, 152, 215, 301, 310, 331, 515)",8
20340 000 00000,"(109, 215, 306, 310, 330, 510, 515)",7
20344 058 02504,"(12, 104, 215, 225, 234, 301, 331, 515, 521)",9
20345 058 02406,"(215, 306, 310, 331, 510)",5
20350 512200004,"(215, 310, 330, 510, 515)",5
20351 018 00025,"(12, 109, 205, 215, 234, 300, 310, 330, 515)",9
20352 246000648,"(12, 109, 210, 215, 310, 331, 510)",7
20354 240001658,"(12, 109, 210, 215, 301, 310, 331)",7
20355 000 00010,"(215, 306, 310, 331, 510)",5
20356 045 00266,"(215, 306, 310, 331, 510)",5
20358  000  082,"(12, 107, 205, 215, 234, 300, 310, 330, 331, 515)",10
20359 018 03709,"(12, 109, 215, 301, 306, 312, 331)",7
20360 018 00951,"(12, 109, 210, 215, 301, 306, 310, 331, 521)",9
20363 B30400002,"(215, 225, 234, 306, 330, 331, 510)",7
20366 887 00078,"(38, 54, 135, 156, 162, 205, 215, 220, 234, 306, 310, 332, 510, 515)",14
20368 117100001,"(215, 310, 330, 510, 515)",5
20369 009 00264,"(12, 107, 205, 215, 234, 306, 330, 510, 515)",9
20370 001 17676,"(12, 109, 205, 215, 234, 301, 310, 331)",8
20376 001 17789,"(12, 109, 215, 301, 306, 310, 331)",7
20377 001 18546,"(12, 104, 205, 215, 234, 301, 310, 331)",8
20378 006 37218,"(12, 109, 215, 301, 331, 521)",6
20379 229 04826,"(215, 225, 234, 306, 310, 331, 510)",7
20380 858 00579,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20381 858 01153,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20382 312002405,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20388 073503500,"(215, 220, 310, 330, 510, 515)",6
20389 001 11774,"(12, 109, 205, 215, 234, 301, 331, 521)",8
20390 090002075,"(109, 215, 310, 330, 510, 515)",6
20391 025 02778,"(215, 301, 310, 331, 510)",5
20394 018 08630,"(12, 109, 215, 300, 306, 310, 331)",7
20395 018 00271,"(215, 301, 310, 331, 510, 521)",6
20396 001 22113,"(12, 104, 215, 234, 300, 310, 331)",7
20397 001 22113,"(12, 104, 215, 234, 300, 310, 331)",7
20398 455 02520,"(12, 109, 205, 215, 234, 301, 331)",7
20399 058 02338,"(12, 104, 215, 225, 234, 301, 331, 515, 521)",9
20400 058 02680,"(215, 306, 310, 331, 510)",5
20401 009 12084,"(12, 109, 215, 225, 234, 301, 310, 330, 331, 515, 521)",11
20406 009 Z4752,"(12, 109, 215, 301, 331)",5
20407 000 00005,"(215, 310, 331, 510)",4
20408 028 00060,"(12, 104, 215, 306, 310, 331, 510)",7
204110001702480,"(12, 107, 215, 306, 310, 330, 515)",7
20413 001 18049,"(38, 104, 215, 301, 306, 310, 331, 510)",8
20414 003 0092,"(16, 109, 215, 306, 310, 330, 510, 515)",8
20415 000 00150,"(12, 107, 215, 301, 302, 306, 310, 330, 515)",9
20416 004 11933,"(12, 109, 215, 302, 306, 310, 331)",7
20417 000 00000,"(215, 306, 310, 331, 510)",5
20418 001 28225,"(12, 109, 215, 310, 331)",5
20419 001 28228,"(12, 109, 215, 301, 306, 310, 331)",7
20420 054 00350,"(30, 107, 205, 219, 330, 510, 515)",7
20421 001 17840,"(12, 104, 110, 205, 215, 234, 306, 331)",8
20422 001 11774,"(12, 109, 205, 215, 234, 301, 310, 331, 521)",9
20423 000 00000,"(38, 205, 215, 220, 234, 306, 331, 510, 521)",9
20426 004 07817,"(240, 515)",2
20437 058900004,"(104, 215, 227, 306, 310, 331, 510)",7
20442 022 09332,"(215, 306, 310, 330, 510)",5
20445 000 00050,"(30, 107, 215, 310, 330, 510, 515)",7
20446 000 00000,"(30, 107, 215, 310, 330, 510, 515)",7
20447 727 02108,"(109, 215, 306, 310, 330, 510, 515)",7
20448 727 01927,"(109, 215, 306, 310, 330, 510, 515)",7
20451 000 00000,"(215, 306, 310, 330, 510, 515)",6
20452 090002210,"(109, 215, 310, 330, 510, 515)",6
20453 C20200431,"(215, 306, 310, 330, 510, 515)",6
20454 C13800094,"(215, 306, 310, 330, 510, 515)",6
20455 C10600461,"(215, 306, 310, 330, 510, 515)",6
20457 000 00000,"(215, 310, 331, 510)",4
20458 000 00460,"(215, 306, 310, 330, 510, 515)",6
20459 001 05706,"(12, 109, 205, 215, 234, 301, 302, 310, 331)",9
20460 001 05706,"(12, 109, 205, 215, 234, 301, 302, 310, 331)",9
20461 090200050,"(215, 225, 306, 310, 331)",5
20462 000 00000,"(31, 107)",2
20463 091 10272,"(215, 225, 234, 306, 310, 331, 510)",7
20464 307500000,"(219, 225, 310, 510)",4
20465 151 00010,"(215, 310, 330, 510, 515)",5
20466 000 00000,"(31, 107, 113, 152, 218, 332, 515)",7
