STRUCNUM,Common_EN_List,Number_of_common_elements
18301 65020 046,"(15, 109, 215, 310, 330, 515)",6
18308 036 01873,"(12, 104, 215, 306, 310, 331)",6
18309 000 00000,"(12, 109, 215, 306, 331)",5
18310 000 00000,"(12, 109, 215, 220, 306, 330, 331, 515)",8
18311 000 00000,"(12, 109, 215, 220, 306, 331)",6
18333 015 02279,"(38, 215, 306, 310, 331, 510)",6
18341 000 00022,"(38, 215, 306, 310, 330, 510, 515)",7
18346 001 23571,"(12, 109, 215, 306, 310, 331, 521)",7
18347 001 23822,"(12, 109, 205, 215, 234, 300, 310, 331)",8
18348 001 23935,"(38, 215, 225, 234, 306, 310, 331, 510, 521)",9
18350 001 23985,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18351 001 24003,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18352 001 24020,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18353 001 24170,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18355 001 24214,"(12, 104, 215, 306, 310, 331, 510)",7
18356 001 24258,"(12, 104, 215, 306, 310, 331)",6
18362 00000 000,"(38, 215, 306, 331)",4
18363 00000 000,"(38, 215, 306, 331)",4
18370 272 03850,"(12, 16, 109, 155, 205, 215, 234, 300, 304, 310, 314, 331, 515)",13
18374 333502150,"(38, 215, 306, 310, 330, 510, 515)",7
18375 051010000,"(38, 215, 306, 310, 330, 510, 515)",7
18381       000,"(12, 109, 215, 306, 310, 331, 510)",7
18382 000 00000,"(15, 109, 215, 225, 306, 310, 330, 510, 515)",9
18386 018 00229,"(241,)",1
18395,"(30, 102, 107, 113, 152, 219, 225, 306, 330, 510, 515)",11
18396 000000000,"(12, 109, 215, 301, 306, 310, 330, 515)",8
18399 000 00067,"(12, 102, 205, 215, 234, 300, 306, 314, 330, 331, 515)",11
18400 000000000,"(240,)",1
18401 345500423,"(38, 215, 306, 310, 330, 510, 515)",7
18402 345500432,"(38, 215, 306, 310, 330, 510, 515)",7
18403 273000328,"(38, 215, 306, 310, 330, 510, 515)",7
18404 406600198,"(38, 215, 306, 310, 330, 510, 515)",7
18405 427200033,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18406 519000050,"(38, 215, 306, 310, 330, 510, 515)",7
18408 002 07116,"(12, 109, 205, 215, 234, 300, 310, 331, 510)",9
18426 18426 962,"(12, 109, 205, 215, 234, 302, 310, 331, 510)",9
18427 02200 856,"(12, 109, 215, 306, 310, 331, 521)",7
18431 053 08525,"(12, 109, 205, 215, 234, 302, 331, 510)",8
18432 041 07584,"(38, 215, 306, 310, 331, 510)",6
18435 000000319,"(240, 515)",2
18438 00000 001,"(38, 215, 306, 310, 330, 510, 515)",7
18439 00000 000,"(38, 215, 306, 310, 330, 510, 515)",7
18440 150 01841,"(16, 104, 215, 225, 302, 306, 310, 331, 510)",9
18443 077700477,"(38, 215, 310, 330, 515)",5
18444 858 00096,"(12, 109, 215, 300, 301, 310, 331)",7
18448 000 00000,"(12, 109, 215, 301, 331)",5
18449 000,"(38, 215, 220, 310, 330, 510, 515)",7
18461 410 00031,"(38, 215, 306, 310, 331, 510)",6
18463 210 01248,"(38, 215, 306, 310, 331, 510, 521)",7
18464 007 13251,"(38, 210, 215, 306, 310, 330, 510, 515)",8
18468 007 13375,"(38, 215, 306, 310, 330, 510, 515)",7
18470 000 00000,"(38, 215, 306, 310, 331, 510)",6
18472 010 06533,"(38, 215, 306, 310, 330, 510, 515)",7
18475 20A 00016,"(38, 215, 306, 310, 330, 510, 515)",7
18477 657 00441,"(38, 215, 310, 330, 515)",5
18478 320 03537,"(12, 109, 210, 215, 302, 310, 312, 331)",8
18479 000000000,"(12, 109, 215, 306, 310, 331)",6
18480 001C29225,"(15, 104, 155, 205, 215, 234, 305, 314, 331, 510)",10
18484 000 01220,"(38, 219, 310, 330, 515)",5
18493 000 00000,"(12, 104, 215, 306, 310, 330, 515)",7
18494 000 00000,"(12, 104, 210, 215, 302, 306, 310, 331)",8
18501 101500019,"(38, 205, 210, 215, 306, 331, 510)",7
18512 098700196,"(38, 215, 301, 310, 330, 510, 515)",7
18513 120300087,"(38, 215, 306, 310, 330, 510, 515)",7
18514 960 00000,"(12, 102, 215, 306, 310, 331, 510, 515)",8
18518 015 02259,"(12, 109, 215, 306, 310, 331, 521)",7
18519 453 00159,"(241, 306, 330, 510, 515)",5
18525 272 03826,"(12, 109, 205, 215, 234, 301, 306, 331, 521)",9
18526 000 00000,"(38, 215, 306, 310, 330, 331, 510, 515)",8
18529 000 00011,"(54, 146, 152, 215, 306, 310, 313, 330, 510, 515)",10
18533 05340 025,"(16, 104, 215, 306, 310, 330, 510, 515)",8
18534 015 02392,"(38, 205, 215, 234, 306, 310, 331, 510)",8
18538 753 00002,"(38, 215, 225, 234, 301, 310, 331, 510, 515)",9
18544 009 23309,"(16, 110, 143, 205, 215, 220, 300, 306, 310, 313, 330, 331, 515, 521)",14
18551 041 02818,"(38, 215, 306, 310, 330, 510, 515)",7
18552 004 13874,"(12, 104, 215, 300, 302, 310, 330, 510, 515, 521)",10
18571 026 06380,"(12, 104, 155, 215, 220, 306, 310, 331, 510)",9
18592 694 00082,"(38, 210, 215, 301, 330, 515)",6
18593 694 00069,"(38, 210, 215, 301, 330, 515)",6
18594 694 00059,"(38, 210, 215, 301, 330, 515)",6
18596 064 01494,"(15, 104, 110, 155, 205, 215, 234, 300, 306, 314, 331, 510, 521)",13
18599 098100090,"(38, 215, 306, 310, 330, 510, 515)",7
18600 601 00212,"(38, 215, 306, 310, 330, 510, 515)",7
18601 601 00294,"(38, 215, 306, 310, 330, 510, 515)",7
18602 187 00131,"(38, 215, 306, 310, 330, 510, 515)",7
18603 605800220,"(38, 215, 306, 310, 330, 510, 515)",7
18604 514200085,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18606 406692402,"(38, 215, 306, 310, 330, 510, 515)",7
18607 350889304,"(38, 215, 306, 310, 330, 510, 515)",7
18608 344092305,"(38, 215, 306, 310, 330, 510, 515)",7
18609 345500107,"(38, 215, 306, 310, 330, 510, 515)",7
18610 345500129,"(38, 215, 306, 310, 330, 510, 515)",7
18615 102 08882,"(241,)",1
18618 102 08966,"(241,)",1
18622 774 00039,"(38, 215, 306, 310, 330, 510, 515)",7
18628 009 24482,"(16, 104, 215, 225, 234, 300, 310, 331, 515, 521)",10
18630 000 00020,"(15, 109, 215, 306, 331, 510)",6
18633 C11900051,"(38, 215, 306, 310, 330, 510, 515)",7
18641 C12325A21,"(38, 215, 306, 310, 330, 510, 515)",7
18642 C12325A20,"(38, 215, 306, 310, 330, 510, 515)",7
18647 047C07083,"(15, 104, 155, 205, 215, 234, 300, 314, 331, 515)",10
18648 C11900068,"(38, 215, 306, 310, 330, 510, 515)",7
18649 097300839,"(30, 107, 215, 306, 310, 330, 510, 515)",8
18650 580025491,"(241, 306, 330, 510, 515)",5
18654 107A00014,"(240, 515)",2
18657 341 04258,"(38, 215, 306, 331, 510)",5
18658 009 02837,"(16, 104, 215, 301, 310, 331, 510)",7
18659 010A00330,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18661 067 00406,"(12, 109, 205, 215, 234, 303, 311, 331)",8
186661134900380,"(38, 215, 306, 310, 330, 510, 515)",7
18669 109701488,"(15, 104, 215, 225, 234, 306, 310, 330, 510, 515)",10
18674 047C07132,"(12, 102, 215, 301, 310, 331, 515, 521)",8
18675 01W 04078,"(12, 38, 109, 210, 215, 225, 234, 300, 310, 330, 515, 521)",12
18680 000 00000,"(240, 515)",2
18681 211000108,"(38, 215, 306, 310, 330, 510, 515)",7
18682 602800187,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18683 413200186,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18684 413200192,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18705 044 00200,"(38, 215, 306, 310, 330, 510, 515)",7
18714 000000000,"(241,)",1
18716 380 00137,"(240, 515)",2
18717 380 00075,"(240, 515)",2
18718 187180000,"(241, 330, 510, 515)",4
18719 000000000,"(241, 306, 330, 510, 515)",5
18724 000 00000,"(12, 107, 215, 306, 310, 331, 515)",7
18728 060700150,"(38, 215, 306, 310, 330, 510, 515)",7
18731 016 04882,"(38, 215, 306, 310, 331, 510)",6
18738 001000010,"(38, 215, 306, 310, 330, 510, 515)",7
18739 065900100,"(38, 215, 306, 310, 330, 510, 515)",7
18740 114500600,"(15, 109, 215, 225, 301, 310, 331, 510, 521)",9
18741 065900090,"(38, 215, 306, 310, 330, 510, 515)",7
18744 00000 003,"(12, 16, 28, 38, 107, 110, 113, 120, 152, 162, 210, 215, 304, 306, 311, 313, 330, 515)",18
18746 00000 003,"(16, 110, 215, 228, 234, 306, 332)",7
18748 00000 001,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
18750 00000 001,"(12, 109, 110, 205, 215, 220, 234, 304, 306, 310, 311, 330, 515)",13
18754 00000 001,"(38, 219, 225, 306, 310, 330, 515)",7
18756 006 00002,"(12, 16, 104, 205, 215, 234, 302, 306, 310, 330, 515)",11
18760 301200003,"(15, 38, 104, 205, 215, 234, 301, 310, 330, 510, 515)",11
18761 303400625,"(38, 215, 306, 310, 330, 510, 515)",7
18762 305500025,"(15, 109, 215, 306, 330, 510, 515)",7
18763 415700010,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
18774 000 00798,"(12, 109, 215, 301, 310, 330, 515)",7
18775 102 03359,"(16, 104, 215, 306, 310, 331, 510)",7
18786 500 00003,"(16, 104, 215, 225, 234, 306, 310, 330, 510, 515)",10
18787 019 10927,"(12, 107, 215, 225, 234, 300, 310, 331, 510, 515, 521)",11
18789 019 11960,"(38, 215, 306, 310, 331, 510)",6
18790 00000 001,"(241,)",1
18802 528 00703,"(16, 104, 215, 304, 310, 330, 510, 515)",8
18804 028 07738,"(12, 109, 205, 210, 215, 234, 300, 310, 311, 331, 521)",11
18812 705 00000,"(38, 215, 225, 234, 306, 330, 515)",7
18813 00000 000,"(220, 240, 330, 515)",4
18814 000 00000,"(241,)",1
18815 000 00000,"(38, 215, 306, 310, 330, 510, 515)",7
18816 004 13917,"(12, 104, 215, 302, 310, 330, 510, 515, 521)",9
18821 07A 00230,"(38, 215, 306, 310, 330, 510, 515)",7
18822 039 00125,"(16, 109, 215, 310, 330, 515)",6
18823 128 00283,"(16, 109, 215, 306, 310, 330, 510, 515)",8
18826 026100073,"(38, 215, 306, 310, 330, 510, 515)",7
18827 069300000,"(38, 215, 306, 310, 330, 510, 515)",7
18828 000000000,"(38, 215, 306, 310, 330, 510, 515)",7
18832 000 00010,"(15, 109, 210, 215, 225, 306, 331, 510)",8
18835 000000004,"(38, 215, 225, 306, 310, 331, 510)",7
18840 140900030,"(15, 104, 215, 306, 310, 330, 510, 515)",8
18842 603 00181,"(38, 215, 306, 310, 330, 510, 515)",7
18843 603 00190,"(38, 215, 306, 310, 330, 510, 515)",7
18849 161 00263,"(12, 104, 210, 215, 301, 310, 331, 521)",8
18850 018700133,"(38, 215, 306, 310, 330, 510, 515)",7
18853 467 00210,"(16, 104, 215, 310, 330, 515)",6
18854 220 00040,"(38, 215, 225, 306, 310, 331, 510)",7
18856 609300000,"(12, 107, 113, 116, 152, 202, 215, 231, 300, 301, 310, 314, 330, 331, 515)",15
18857 272 02523,"(38, 215, 220, 306, 310, 330, 510, 515)",8
18865 000 00270,"(38, 215, 225, 234, 306, 310, 331, 510)",8
18869 712 00381,"(16, 104, 205, 215, 234, 300, 314, 331, 521)",9
18870 020 09381,"(38, 215, 306, 310, 331, 510)",6
18871 020 09392,"(38, 215, 310, 330, 515)",5
18872 020 09415,"(38, 215, 306, 310, 331, 510)",6
18874 020 09444,"(38, 215, 306, 310, 331, 510)",6
18875 020 09470,"(38, 215, 306, 310, 331, 510)",6
18876 164 00673,"(12, 104, 215, 225, 234, 306, 310, 331, 510)",9
18881 350 01369,"(38, 215, 306, 310, 331, 510)",6
18882 350 01441,"(38, 215, 306, 310, 331, 510)",6
18893 016 00392,"(12, 109, 215, 306, 331)",5
18903 050 00084,"(12, 109, 215, 306, 310, 331)",6
18908 420000056,"(12, 109, 215, 304, 310, 331)",6
18910 000 00000,"(16, 109, 215, 306, 310, 331, 510)",7
18911 FAU 00100,"(220, 245, 330, 510, 515)",5
18920 000 00000,"(38, 216, 228, 306, 330, 510, 515)",7
18921 123200075,"(241,)",1
18938 097900009,"(38, 215, 310, 330, 515)",5
18939 861400012,"(15, 109, 215, 306, 310, 331, 510)",7
18940 02W 01000,"(12, 109, 215, 301, 310, 331)",6
18942 069700145,"(38, 215, 306, 310, 330, 510, 515)",7
18944 000 00036,"(38, 215, 301, 306, 310, 331, 510)",7
18946 864 00003,"(16, 109, 215, 306, 330, 510, 515)",7
18947 005 16208,"(38, 215, 306, 310, 331, 510)",6
18949 837 00020,"(12, 107, 215, 310, 330, 515)",6
18950 005200010,"(38, 215, 310, 330, 515)",5
18951 040 00340,"(16, 104, 215, 306, 310, 330, 510, 515)",8
18954 117100015,"(38, 219, 225, 304, 310, 330, 515)",7
18955 000 00030,"(38, 215, 306, 310, 330, 510, 515)",7
18957 367 00003,"(241,)",1
18958 367 00049,"(241,)",1
18959 90102 020,"(38, 215, 306, 310, 331)",5
18960 009 16751,"(38, 143, 154, 205, 215, 220, 233, 301, 310, 330, 331, 515)",12
18963 720 00012,"(38, 215, 306, 310, 330, 510, 515)",7
18965 045 01905,"(12, 109, 215, 306, 310, 331)",6
18969 000 00000,"(38, 215, 225, 306, 310, 331, 510)",7
18970 119700043,"(38, 215, 306, 310, 330, 510, 515)",7
18971 680 00316,"(38, 215, 306, 310, 330, 510, 515)",7
18973 000 00000,"(241,)",1
18984 325100015,"(38, 215, 306, 310, 330, 515)",6
18989 009 31553,"(16, 104, 155, 215, 302, 306, 310, 331, 521)",9
18990 001 12572,"(12, 109, 205, 215, 234, 302, 306, 310, 330, 515)",10
18997 000 00000,"(38, 215, 301, 306, 310, 330, 510, 515)",8
18C001109700140,"(12, 111, 205, 216, 235, 306, 331, 510)",8
18C005053101150,"(38, 215, 306, 330, 510, 515)",6
18C010 52001,"(38, 216, 228, 306, 330, 510, 515)",7
18C013 52004,"(241, 330, 510, 515)",4
18C014 52005,"(241, 306, 330, 510, 515)",5
18C017121100520,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
18C020087600231,"(31, 111, 206, 216, 220, 228, 235, 306, 330, 510, 515)",11
18C023097500520,"(38, 206, 216, 306, 330, 510, 515)",7
18C031067600921,"(38, 215, 306, 310, 330, 510, 515)",7
18C032067601743,"(38, 216, 228, 306, 330, 510, 515)",7
18C033067601784,"(38, 215, 306, 310, 330, 510, 515)",7
18C034067601898,"(38, 216, 228, 306, 330, 510, 515)",7
18C035067602075,"(38, 216, 228, 306, 330, 510, 515)",7
18C039134900500,"(38, 216, 228, 306, 330, 515)",6
18C12A052000985,"(38, 206, 216, 306, 330, 510, 515)",7
18C15A121101380,"(38, 215, 306, 330, 510, 515)",6
18C16A121101300,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
18C19A087600226,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
18C21AB30400064,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
18C22A098100246,"(38, 215, 225, 226, 234, 306, 330, 510, 515)",9
18C24AB32000647,"(31, 111, 215, 228, 306, 310, 311, 313, 330, 510, 515)",11
18C26A122400044,"(31, 111, 216, 228, 235, 306, 330, 510, 515)",9
19015 009 28478,"(12, 109, 215, 306, 331)",5
19019 015 03130,"(12, 109, 215, 301, 306, 330, 515)",7
19020 000 00010,"(12, 16, 107, 110, 205, 215, 234, 302, 306, 311, 313, 330, 331, 515)",14
19025 000 00000,"(12, 107, 215, 306, 310, 331, 515)",7
19026 353 00138,"(12, 109, 215, 301, 310, 331)",6
19032 000 00532,"(12, 109, 215, 301, 304, 331, 510)",7
19033 020300520,"(38, 215, 306, 310, 330, 510, 515)",7
19034 000 00203,"(38, 215, 301, 310, 331, 510)",6
19051 000 00000,"(15, 109, 215, 306, 331, 510)",6
19057 000 00000,"(241,)",1
19058 000 00000,"(241,)",1
19059 000 00000,"(38, 215, 306, 310, 331, 510)",6
19061 120 00249,"(241, 330, 510, 515)",4
19062 000 00000,"(38, 215, 225, 234, 306, 310, 331, 510)",8
19068 830 00170,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
19073 000 00000,"(38, 215, 225, 234, 301, 306, 310, 331, 510, 515)",10
19080 706 00006,"(38, 215, 306, 310, 330, 510, 515)",7
19081 561 00210,"(38, 215, 304, 310, 330, 515)",6
19083 221 00860,"(240, 515)",2
19084 000 00000,"(38, 215, 306, 310, 330, 510, 515)",7
19086 009 16994,"(12, 109, 215, 301, 330, 515)",6
19091 000 00000,"(241, 330, 510, 515)",4
19092 067 00216,"(12, 109, 205, 215, 234, 300, 302, 310, 311, 331)",10
19093 067 00217,"(12, 15, 104, 109, 215, 302, 306, 310, 331, 510)",10
19096 000 00000,"(12, 109, 215, 220, 301, 306, 310, 331)",8
19098 000 00000,"(12, 109, 205, 215, 234, 300, 306, 310, 331)",9
19105 001 11257,"(16, 104, 155, 210, 215, 220, 303, 314, 331, 521)",10
19106 001 08652,"(16, 104, 215, 225, 234, 301, 310, 331, 510, 521)",10
19107 001 08652,"(12, 109, 215, 225, 234, 306, 331, 510)",8
19108 001 02721,"(12, 109, 215, 301, 306, 310, 331, 521)",8
19109 001 02707,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
19110 001 02707,"(12, 109, 116, 205, 215, 234, 300, 306, 310, 331, 521)",11
19111 000 00000,"(12, 109, 215, 301, 306, 310, 331, 510, 521)",9
19114 001 02704,"(12, 109, 205, 215, 234, 300, 303, 310, 331, 521)",10
19115 026 04260,"(38, 215, 306, 331)",4
19118 206000003,"(38, 215, 306, 310, 331, 510)",6
19119 000 00000,"(16, 30, 104, 110, 155, 205, 215, 234, 306, 310, 331, 510, 515)",13
19123 052 07663,"(12, 109, 215, 306, 310, 331)",6
19124 022 09536,"(38, 215, 306, 310, 331, 510)",6
19126 001 25179,"(12, 109, 215, 306, 331)",5
19127 001 25352,"(38, 215, 225, 234, 301, 306, 310, 331, 510, 521)",10
19129 020 08824,"(38, 215, 306, 310, 330, 510, 515)",7
19130 020 08938,"(38, 215, 306, 310, 330, 510, 515)",7
19135 070 00051,"(241, 330, 515)",3
19136 000 00000,"(241, 330, 510, 515)",4
19137 001 00100,"(38, 215, 306, 310, 330, 510, 515)",7
19138 012 00021,"(30, 107, 202, 219, 330, 510, 515)",7
19139 003 00177,"(30, 107, 202, 219, 330, 510, 515)",7
19140 023 00058,"(30, 107, 202, 219, 330, 510, 515)",7
19141 032 00020,"(30, 107, 202, 219, 306, 330, 510, 515)",8
19142 001 10154,"(12, 107, 205, 215, 220, 234, 303, 310, 331, 510, 515)",11
19143 001 10154,"(12, 107, 205, 215, 220, 234, 303, 310, 331, 510, 515, 521)",12
19144 001 10133,"(12, 104, 205, 215, 234, 301, 310, 331, 510)",9
19145 001 10133,"(12, 104, 205, 215, 234, 301, 310, 331, 510, 521)",10
19152 292 02020,"(240, 515)",2
19153 151 00966,"(38, 215, 306, 310, 331, 510)",6
19154 871 00003,"(15, 16, 109, 215, 306, 310, 330, 510, 515)",9
19155 000 00000,"(38, 215, 220, 306, 310, 330, 510, 515)",8
19156 002 08478,"(38, 215, 306, 331, 510, 521)",6
19158 60303 265,"(38, 215, 306, 310, 330, 510, 515)",7
19159 60304 275,"(38, 215, 306, 310, 330, 510, 515)",7
19160 60305 301,"(38, 215, 306, 310, 330, 510, 515)",7
19161 406 00015,"(12, 109, 215, 301, 310, 331)",6
19178 162 07565,"(12, 109, 215, 220, 301, 302, 310, 331, 510)",9
19179 162 06080,"(12, 109, 205, 215, 220, 234, 300, 310, 331, 510, 521)",11
19181 162 06278,"(12, 109, 215, 301, 331, 510)",6
19183 162 06642,"(12, 109, 215, 301, 331, 510)",6
19184 016 08707,"(12, 109, 215, 306, 331, 510)",6
19185 000 00000,"(243,)",1
19186 000 00000,"(220, 243)",2
19187 000 00000,"(38, 205, 215, 234, 306, 310, 331, 510)",8
19188 206500000,"(12, 109, 205, 215, 234, 302, 310, 331, 510)",9
19189 143700090,"(12, 109, 215, 306, 331, 510)",6
19190 201900045,"(54, 215, 306, 330, 510, 515)",6
19191 000 00000,"(12, 109, 215, 301, 306, 331, 521)",7
19192 000 00000,"(38, 215, 306, 310, 330, 510, 515)",7
19193 093500190,"(12, 109, 210, 215, 301, 310, 331, 510)",8
19194 093500200,"(12, 109, 215, 300, 301, 314, 331, 510)",8
19195 000 00000,"(38, 205, 215, 220, 234, 306, 310, 331, 510)",9
19196 000 00000,"(38, 215, 220, 306, 310, 330, 510, 515)",8
19199 047 07083,"(38, 215)",2
19215 264 00085,"(38, 215, 306, 310, 330, 510, 515)",7
19216 000 00220,"(38, 215, 306, 310, 330, 510, 515)",7
19217 001 24258,"(12, 104, 215, 306, 310, 331, 521)",7
19218 001 24214,"(12, 104, 215, 306, 310, 331, 521)",7
19219 001 24170,"(38, 215, 225, 234, 301, 310, 331)",7
19220 001 24020,"(38, 215, 225, 234, 306, 310, 331)",7
19222 001 24003,"(38, 215, 225, 234, 306, 310, 331, 521)",8
19224 001 23985,"(38, 215, 225, 234, 306, 310, 331)",7
19226 001 23935,"(38, 215, 225, 234, 306, 310, 331, 521)",8
19227 001 23822,"(12, 16, 104, 109, 205, 215, 300, 314, 331, 515)",10
19229 006 25724,"(12, 109, 205, 215, 234, 300, 302, 306, 310, 331, 521)",11
19230 006 25724,"(12, 109, 205, 215, 234, 306, 310, 331)",8
19236 901 00001,"(31, 111, 117, 135, 156, 205, 210, 215, 234, 306, 310, 332)",12
19237 001 17999,"(12, 109, 205, 215, 234, 303, 310, 331, 521)",9
19254 320 03619,"(38, 215, 306, 310, 331, 510)",6
19255 320 03629,"(38, 215, 306, 310, 331, 510)",6
19263 110300010,"(38, 215, 225, 234, 306, 310, 331, 510, 515)",9
19264 000 00000,"(38, 215, 225, 234, 301, 306, 310, 331, 510, 515)",10
19265 026 04258,"(30, 107, 152, 215, 306, 310, 330, 510, 515)",9
19267 025 02940,"(12, 107, 205, 215, 220, 234, 300, 306, 310, 330, 331, 515, 521)",13
19268 025 03667,"(38, 215, 225, 234, 301, 306, 310, 331, 510, 521)",10
19270 028F01293,"(38, 215, 306, 310, 331, 510)",6
19271 039 01916,"(12, 104, 215, 301, 310, 331)",6
19273 508 03033,"(16, 38, 104, 116, 143, 148, 154, 155, 205, 215, 233, 300, 301, 302, 305, 306, 310, 314, 330, 331, 515, 521)",22
19280 539F02169,"(38, 215, 306, 310, 330, 510, 515)",7
19281 026 04381,"(12, 107, 215, 302, 303, 306, 310, 330, 515)",9
19282 001 02709,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
19283 001 02709,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
19284 001 02726,"(12, 109, 205, 215, 234, 300, 303, 310, 311, 331, 521)",11
19285 015 00115,"(12, 109, 215, 300, 302, 305, 310, 330, 331, 515)",10
19286 000 00000,"(38, 215, 306, 310, 331, 510)",6
19312 001 08640,"(12, 104, 215, 306, 310, 331, 510, 521)",8
19313 001 08640,"(12, 104, 215, 301, 310, 331, 510, 521)",8
19314 112 00529,"(38, 215, 306, 310, 331, 510)",6
19315 112 00547,"(38, 215, 306, 310, 330, 510, 515)",7
19579 000 00000,"(220, 241)",2
19580 339 00140,"(240, 515)",2
19581 804 01090,"(38, 215, 306, 310, 330, 510, 515)",7
19582 000 00000,"(241, 330, 515)",3
19583 000 00000,"(38, 215, 306, 310, 331, 510)",6
19584 737 00082,"(220, 240, 515)",3
19585 706 00079,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
19592 047 05870,"(12, 16, 104, 109, 205, 215, 234, 300, 306, 314, 330, 331, 515, 521)",14
19593 000 00005,"(16, 109, 215, 306, 310, 330, 510, 515)",8
19606 808 00338,"(38, 215, 306, 310, 331, 510)",6
19607 108900020,"(241, 306, 330, 510, 515)",5
19608 896 00067,"(38, 215, 306, 310, 330, 510, 515)",7
19609 110 00008,"(30, 107, 202, 219, 330, 510, 515)",7
19611 000 00000,"(38, 215, 301, 306, 310, 331, 510)",7
19612 000 00000,"(38, 215, 306, 310, 331, 510)",6
19613 190000724,"(12, 109, 205, 215, 234, 300, 306, 310, 331)",9
19614 915 00010,"(16, 104, 215, 306, 310, 330, 510, 515)",8
19615 915 00603,"(38, 215, 306, 310, 330, 510, 515)",7
19619 022 00000,"(12, 109, 210, 215, 300, 310, 314, 331, 515)",9
19624 310 00957,"(38, 215, 306, 310, 330, 510, 515)",7
19625 741 00105,"(12, 109, 215, 300, 310, 331)",6
19626 001 07172,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
19627 001 07172,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
19630 724 00113,"(12, 109, 205, 215, 234, 300, 310, 331)",8
19631 000 00000,"(38, 215, 306, 310, 331, 510)",6
19632 872 00035,"(38, 215, 306, 310, 330, 510, 515)",7
19633 000 00000,"(38, 215, 225, 234, 306, 310, 331, 510)",8
19634 761 00370,"(38, 215, 225, 306, 310, 330, 510, 515)",8
19635 108 00053,"(38, 215, 225, 306, 310, 330, 510, 515)",8
19636 108 00043,"(38, 215, 225, 306, 310, 330, 510, 515)",8
19637 339 00050,"(240, 515)",2
19638 000 00000,"(241, 510)",2
19640 752100087,"(15, 109, 215, 306, 331, 510)",6
19641 000 00000,"(12, 107, 215, 306, 510, 515)",6
