Number_of_elements,Element_Combination,Number_of_bridges,Bridge_numbers
7,"15, 104, 210, 215, 302, 314, 331",1,13523 064 02057
10,"15, 104, 215, 220, 227, 306, 310, 330, 510, 515",1,41C25 5037  015
10,"15, 104, 215, 225, 234, 306, 310, 330, 510, 515",1,18669 109701488
9,"15, 104, 215, 225, 234, 306, 310, 331, 510",1,19911 007 20558
9,"15, 104, 215, 225, 301, 310, 330, 510, 515",1,671258033500050
9,"15, 104, 215, 225, 306, 310, 330, 510, 515",1,12050A90101 001
10,"15, 104, 215, 226, 306, 310, 330, 331, 510, 515",1,14445 000 00140
15,"16, 38, 110, 116, 144, 155, 205, 234, 302, 306, 311, 330, 331, 510, 515",1,01499 009 06423
15,"16, 38, 110, 116, 155, 205, 215, 220, 234, 301, 306, 310, 311, 331, 510",1,01872A037 01804
12,"12, 109, 205, 210, 215, 220, 234, 301, 306, 310, 331, 510",1,01311B231 00382
10,"16, 104, 205, 215, 234, 301, 306, 310, 331, 510",1,07024A000 00135
7,"16, 104, 215, 301, 310, 331, 510",1,18658 009 02837
9,"16, 104, 215, 304, 306, 310, 330, 510, 515",1,09725 786 00015
8,"16, 104, 215, 304, 310, 330, 510, 515",1,18802 528 00703
6,"16, 104, 215, 304, 310, 331",1,18092 867 01297
7,"16, 104, 215, 306, 330, 510, 515",1,21911 121700100
6,"16, 104, 215, 306, 331, 521",1,18141 038 01817
6,"16, 104, 219, 225, 310, 331",1,21933 000000003
13,"16, 105, 110, 155, 205, 215, 220, 234, 302, 306, 311, 331, 510",1,19C494 20A  200
12,"16, 105, 110, 155, 205, 215, 234, 306, 311, 330, 515, 521",1,08201 001 29646
13,"16, 105, 110, 205, 210, 215, 234, 301, 302, 306, 310, 331, 510",1,08335N001 05410
11,"16, 105, 110, 205, 210, 215, 234, 301, 310, 331, 510",1,08335S001 05410
15,"16, 105, 110, 205, 215, 220, 225, 234, 302, 306, 311, 331, 510, 515, 521",1,04623A300 01495
15,"16, 105, 110, 205, 215, 220, 234, 301, 302, 306, 311, 331, 510, 515, 521",1,08381N001 04561
14,"16, 105, 110, 205, 215, 220, 234, 301, 302, 311, 331, 510, 515, 521",1,08381S001 04561
13,"16, 105, 110, 205, 215, 220, 234, 306, 310, 330, 331, 510, 515",1,08719 009 33910
14,"16, 105, 110, 205, 215, 220, 234, 306, 311, 330, 331, 510, 515, 521",1,08063 039 03364
12,"16, 105, 110, 205, 215, 220, 302, 311, 330, 331, 510, 515",1,05018A390 00043
13,"16, 105, 110, 205, 215, 225, 234, 302, 306, 311, 331, 510, 515",1,00441A01W 03504
13,"16, 105, 110, 205, 215, 234, 301, 302, 306, 311, 331, 510, 515",1,08375 001 04946
8,"16, 104, 215, 301, 306, 310, 331, 521",1,20103 222 01444
8,"16, 104, 215, 300, 306, 311, 330, 515",1,16523 160 00063
9,"16, 104, 215, 300, 306, 310, 330, 515, 521",1,18066 272 01304
10,"16, 104, 205, 215, 300, 302, 310, 330, 331, 521",1,01143D009 35798
10,"16, 104, 205, 215, 234, 302, 306, 310, 331, 510",1,07030B000000015
10,"16, 104, 205, 215, 234, 302, 306, 310, 333, 510",1,08696A000 00000
10,"16, 104, 205, 215, 234, 302, 306, 311, 330, 515",1,09703 064 00869
9,"16, 104, 205, 215, 234, 302, 310, 331, 510",1,22599072AD00506
11,"16, 104, 205, 215, 234, 303, 306, 310, 330, 331, 515",1,17983 778 00666
10,"16, 104, 205, 215, 234, 306, 310, 330, 510, 515",1,18094 000   129
9,"16, 104, 205, 215, 234, 306, 330, 331, 515",1,16967 001 25152
8,"16, 104, 205, 215, 234, 306, 330, 521",1,17425 162 01153
8,"16, 104, 205, 215, 306, 310, 330, 510",1,07797A001 27736
9,"16, 104, 215, 225, 302, 306, 310, 331, 510",1,18440 150 01841
11,"16, 104, 210, 215, 220, 226, 306, 310, 330, 510, 515",1,10813A130 01045
9,"16, 104, 210, 215, 225, 306, 310, 330, 510",1,39C222254200138
9,"16, 104, 210, 215, 301, 310, 330, 510, 515",1,25B136000000000
8,"16, 104, 210, 306, 311, 331, 510, 515",1,01428A212 01182
9,"16, 104, 215, 220, 306, 310, 330, 510, 515",1,C1105 064 03199
10,"16, 104, 215, 225, 234, 300, 310, 331, 515, 521",1,18628 009 24482
10,"16, 104, 215, 225, 234, 301, 310, 331, 510, 521",1,19106 001 08652
10,"16, 104, 215, 225, 234, 306, 310, 330, 510, 515",1,18786 500 00003
13,"16, 105, 110, 205, 215, 234, 301, 306, 311, 330, 331, 510, 515",1,08194 003 00009
13,"16, 105, 110, 205, 215, 234, 302, 306, 311, 330, 331, 510, 515",1,08343 050X00667
10,"16, 105, 110, 205, 215, 234, 306, 311, 331, 510",1,08205 01W 00622
9,"16, 105, 205, 215, 234, 302, 310, 331, 510",1,09381 026 01755
8,"16, 105, 205, 215, 234, 301, 310, 331",1,09672 143 00920
9,"16, 105, 205, 215, 234, 301, 331, 510, 521",1,07669A001 12415
11,"16, 105, 205, 215, 234, 302, 305, 306, 311, 331, 521",1,09154 061 00071
10,"16, 105, 205, 215, 234, 302, 306, 310, 331, 521",1,07508A234 00010
11,"16, 105, 205, 215, 234, 302, 306, 311, 330, 331, 521",1,09155 061 00088
10,"16, 105, 205, 215, 234, 302, 306, 311, 331, 510",1,09254E061C00157
11,"16, 105, 205, 215, 234, 302, 306, 311, 331, 510, 521",1,09157 061C00100
9,"16, 105, 205, 215, 234, 302, 306, 331, 510",1,13528 064 01962
9,"16, 105, 205, 215, 234, 302, 310, 331, 521",1,09277 061 00235
11,"16, 105, 205, 215, 234, 301, 306, 330, 331, 515, 521",1,08198 001 29755
11,"16, 105, 205, 215, 234, 302, 311, 330, 331, 510, 515",1,09091A009 36261
11,"16, 105, 205, 215, 234, 302, 311, 330, 331, 515, 521",1,08388 222 01336
10,"16, 105, 205, 215, 234, 302, 311, 330, 515, 521",1,09636 067 00041
10,"16, 105, 205, 215, 234, 302, 311, 331, 510, 515",1,09671 141 00271
10,"16, 105, 205, 215, 234, 302, 311, 331, 515, 521",1,09668 171 00011
10,"16, 105, 205, 215, 234, 302, 330, 510, 515, 521",1,09649 006 22405
8,"16, 105, 205, 215, 234, 302, 331, 510",1,13531 064 01912
10,"16, 105, 205, 215, 234, 305, 306, 311, 331, 510",1,09161 061 00118
9,"16, 105, 205, 215, 234, 301, 306, 331, 510",1,09738A064 00382
10,"16, 105, 205, 215, 234, 301, 306, 330, 331, 515",1,07044A002 01143
12,"16, 105, 110, 205, 215, 301, 306, 311, 331, 510, 515, 521",1,08681 001 02121
10,"16, 105, 205, 215, 220, 234, 306, 330, 510, 515",1,12061A80701 003
13,"16, 105, 110, 205, 225, 234, 301, 306, 311, 330, 331, 510, 515",1,08842 035 02337
13,"16, 105, 155, 205, 215, 220, 234, 300, 303, 314, 331, 515, 521",1,17176 001C29721
10,"16, 105, 155, 205, 215, 234, 300, 314, 331, 521",1,08392D001C29709
11,"16, 105, 155, 205, 215, 234, 301, 306, 310, 331, 510",1,09702 064 00951
12,"16, 105, 155, 205, 215, 234, 301, 306, 311, 330, 515, 521",1,06671 002 02809
12,"16, 105, 205, 210, 215, 234, 301, 306, 310, 330, 515, 521",1,16143 144C00302
10,"16, 105, 205, 210, 215, 234, 302, 310, 330, 515",1,23872144AW00299
11,"16, 105, 205, 215, 220, 234, 306, 311, 316, 331, 515",1,39C515502001163
9,"16, 105, 205, 215, 220, 234, 306, 331, 521",1,03145A102 05768
11,"16, 105, 205, 215, 234, 301, 306, 330, 331, 510, 515",1,16385 000000000
11,"16, 105, 205, 215, 225, 234, 301, 306, 330, 331, 510",1,09727 064C01036
9,"16, 105, 205, 215, 225, 234, 306, 330, 515",1,08196 001 29883
9,"16, 105, 205, 215, 225, 234, 306, 331, 521",1,16956 001C28941
10,"16, 105, 205, 215, 234, 300, 304, 314, 331, 510",1,16812M072 00655
12,"16, 105, 205, 215, 234, 300, 306, 310, 330, 331, 510, 515",1,22519030AS02609
10,"16, 105, 205, 215, 234, 301, 306, 310, 331, 510",1,07729A001 29048
12,"16, 105, 205, 215, 234, 301, 306, 311, 330, 331, 510, 515",1,08718 009 33694
11,"16, 105, 205, 215, 234, 301, 306, 311, 330, 331, 521",1,09159 061C00078
8,"16, 104, 205, 215, 234, 301, 331, 510",1,21459 000 00072
9,"16, 104, 205, 215, 234, 300, 314, 331, 521",1,18869 712 00381
15,"16, 38, 110, 116, 155, 205, 215, 220, 234, 306, 310, 330, 331, 510, 515",1,01608A161 02154
10,"16, 104, 205, 215, 234, 300, 314, 330, 515, 521",1,16844 025Y00067
11,"16, 38, 110, 205, 210, 215, 234, 306, 330, 510, 515",1,01430A009 16015
15,"16, 38, 110, 205, 215, 220, 225, 228, 234, 301, 306, 311, 331, 510, 515",1,07424 009 06294
14,"16, 38, 110, 205, 215, 220, 225, 228, 234, 306, 311, 330, 510, 515",1,00771 027 05842
13,"16, 38, 110, 205, 215, 220, 227, 234, 302, 306, 330, 510, 515",1,07147 009 06798
13,"16, 38, 110, 205, 215, 220, 234, 301, 306, 310, 330, 510, 515",1,00778A052 04599
13,"16, 38, 110, 205, 215, 220, 234, 302, 306, 310, 311, 331, 510",1,00373 225 00101
11,"16, 38, 110, 205, 215, 220, 234, 306, 311, 331, 510",1,00449A006 24855
11,"16, 38, 110, 205, 215, 226, 234, 306, 330, 510, 515",1,470230000 00172
12,"16, 38, 110, 205, 215, 234, 301, 306, 310, 330, 510, 515",1,07034D000000055
14,"16, 38, 110, 205, 215, 234, 306, 310, 311, 313, 330, 331, 510, 515",1,40056 000 00043
11,"16, 38, 110, 205, 215, 234, 306, 310, 330, 510, 515",1,07025A000000019
10,"16, 38, 110, 205, 215, 234, 306, 310, 331, 510",1,07999C068 00243
10,"16, 38, 110, 205, 215, 234, 306, 311, 331, 510",1,08575R001 30235
10,"16, 38, 110, 205, 215, 234, 306, 330, 510, 515",1,05225A456 01098
5,"16, 38, 110, 210, 215",1,00072A060 00605
11,"16, 38, 110, 215, 217, 220, 306, 310, 330, 510, 515",1,29C133634 00414
9,"16, 38, 110, 215, 220, 306, 310, 330, 510",1,33C28 220000410
8,"16, 38, 110, 215, 220, 306, 331, 510",1,01144 038 00219
10,"16, 38, 110, 215, 226, 234, 306, 330, 510, 515",1,470612000 00008
12,"16, 38, 110, 205, 210, 215, 234, 301, 306, 331, 510, 521",1,07670A001 12301
12,"16, 38, 110, 205, 210, 215, 225, 306, 330, 331, 510, 515",1,01407A007 23866
13,"16, 38, 110, 205, 210, 215, 220, 234, 301, 306, 311, 331, 510",1,08543 001 03130
14,"16, 38, 110, 144, 155, 205, 215, 220, 234, 302, 306, 311, 331, 510",1,02459 009 12761
12,"16, 38, 110, 116, 155, 205, 215, 301, 306, 311, 331, 510",1,25T01 128 00025
23,"16, 38, 110, 117, 120, 152, 156, 162, 205, 219, 225, 228, 231, 234, 306, 310, 311, 313, 330, 331, 332, 510, 515",1,00683 033 02338
17,"16, 38, 110, 120, 152, 155, 162, 205, 215, 234, 301, 306, 310, 313, 330, 331, 515",1,01217 046 01776
17,"16, 38, 110, 120, 152, 162, 205, 215, 220, 234, 301, 306, 310, 313, 331, 510, 515",1,01438 010   025
17,"16, 38, 110, 120, 152, 162, 205, 215, 220, 234, 306, 311, 313, 330, 331, 510, 515",1,01204 027 04303
16,"16, 38, 110, 120, 152, 162, 205, 215, 234, 306, 311, 312, 313, 330, 331, 515",1,53C122959900443
13,"16, 38, 110, 144, 155, 205, 210, 215, 220, 304, 306, 331, 510",1,01095 000 00371
18,"16, 38, 110, 144, 155, 205, 215, 220, 234, 300, 302, 306, 310, 311, 330, 331, 510, 515",1,07347 162 02328
14,"16, 38, 110, 155, 202, 205, 215, 231, 234, 301, 306, 310, 331, 510",1,02484 000 00014
16,"16, 38, 110, 205, 210, 215, 219, 220, 225, 231, 306, 310, 311, 330, 510, 515",1,43C09 000 00000
13,"16, 38, 110, 155, 205, 210, 215, 220, 234, 306, 330, 510, 515",1,25B41 000 00098
14,"16, 38, 110, 155, 205, 210, 215, 225, 234, 306, 330, 331, 510, 515",1,07741A001 18206
11,"16, 38, 110, 155, 205, 210, 215, 234, 306, 331, 510",1,07737A001 18424
14,"16, 38, 110, 155, 205, 215, 220, 234, 306, 310, 330, 331, 510, 515",1,01324A015 02652
12,"16, 38, 110, 155, 205, 215, 220, 234, 306, 310, 331, 510",1,01607A161 02733
10,"16, 38, 110, 155, 205, 215, 234, 306, 331, 510",1,01612A039 02155
9,"16, 38, 110, 155, 205, 234, 306, 331, 510",1,02515A058 00069
15,"16, 38, 110, 202, 216, 219, 220, 225, 228, 231, 235, 306, 330, 510, 515",1,08848A431 02965
9,"16, 38, 110, 215, 226, 234, 306, 330, 515",1,470240000
10,"16, 38, 110, 215, 226, 234, 306, 330, 515, 521",1,470234000
10,"16, 38, 110, 215, 228, 234, 306, 330, 510, 515",1,53C009085200225
12,"16, 104, 161, 210, 215, 225, 303, 306, 310, 330, 331, 515",1,09906 009 12016
10,"16, 104, 155, 210, 215, 234, 300, 310, 331, 521",1,20020 063 00037
8,"16, 104, 155, 215, 300, 301, 315, 331",1,21307 069 00060
11,"16, 104, 155, 215, 300, 306, 310, 330, 331, 515, 521",1,07088A002 01213
8,"16, 104, 155, 215, 300, 306, 310, 331",1,20004 009 17440
9,"16, 104, 155, 215, 302, 306, 310, 331, 521",1,18989 009 31553
7,"16, 104, 155, 215, 302, 314, 331",1,13514B002C00672
12,"16, 104, 161, 205, 215, 234, 301, 310, 331, 510, 515, 521",1,09600 01WC12352
11,"16, 104, 161, 205, 215, 301, 302, 310, 331, 510, 515",1,09600C227C00022
12,"16, 104, 202, 205, 215, 220, 234, 306, 310, 331, 510, 515",1,06967A002C01810
11,"16, 104, 155, 205, 215, 234, 306, 311, 330, 515, 521",1,08229B210 01014
12,"16, 104, 205, 215, 220, 225, 226, 234, 306, 310, 330, 510",1,39C631622001152
10,"16, 104, 205, 215, 220, 234, 300, 310, 331, 521",1,20022 001 03609
9,"16, 104, 205, 215, 220, 234, 300, 315, 331",1,19663 000 00016
9,"16, 104, 205, 215, 220, 303, 315, 331, 515",1,00574F009 04561
10,"16, 104, 205, 215, 225, 234, 306, 310, 331, 510",1,01137B
10,"16, 104, 205, 215, 234, 300, 301, 311, 331, 521",1,20482 006 34291
12,"16, 104, 205, 215, 234, 300, 306, 310, 330, 331, 515, 521",1,16522 160 00085
10,"16, 104, 205, 215, 234, 300, 306, 310, 331, 521",1,20021 001 03609
10,"16, 104, 155, 210, 215, 220, 303, 314, 331, 521",1,19105 001 11257
10,"16, 104, 155, 205, 215, 234, 303, 314, 331, 515",1,17318 001 24066
9,"16, 38, 110, 215, 306, 330, 331, 510, 515",1,00366 164 00264
11,"16, 104, 110, 205, 210, 215, 234, 300, 306, 311, 331",1,16272 226 01960
6,"16, 38, 110, 215, 331, 510",1,00844A028 01744
9,"16, 38, 110, 216, 225, 228, 306, 330, 510",1,19758 000 00000
17,"16, 60, 110, 117, 156, 210, 215, 216, 220, 225, 228, 306, 330, 331, 332, 510, 515",1,09463 009 10470
17,"16, 104, 105, 155, 161, 205, 215, 234, 300, 301, 306, 310, 311, 331, 510, 515, 521",1,09600W227 00026
15,"16, 104, 105, 155, 161, 205, 215, 234, 300, 301, 310, 311, 331, 510, 515",1,09600E227 00026
13,"16, 104, 105, 155, 210, 215, 234, 300, 306, 315, 330, 510, 515",1,07855E001C25997
12,"16, 104, 105, 205, 210, 215, 234, 302, 310, 330, 331, 515",1,23873144AY00304
13,"16, 104, 109, 115, 154, 205, 215, 234, 300, 306, 310, 331, 521",1,19643 000 00000
12,"16, 104, 110, 205, 215, 220, 234, 306, 310, 330, 510, 515",1,15C25 635 00380
11,"16, 104, 155, 205, 215, 234, 303, 311, 314, 330, 515",1,18016 162 00890
10,"16, 104, 110, 205, 215, 234, 306, 310, 331, 510",1,08184 001 19444
12,"16, 104, 110, 205, 215, 234, 306, 311, 313, 331, 510, 515",1,00853A181 02410
10,"16, 104, 155, 205, 215, 220, 234, 300, 311, 331",1,22012 000 00105
11,"16, 104, 155, 205, 215, 220, 234, 303, 314, 331, 515",1,08123D001 24066
12,"16, 104, 155, 205, 215, 234, 300, 301, 303, 314, 331, 521",1,20060 001 19546
11,"16, 104, 155, 205, 215, 234, 300, 306, 314, 331, 521",1,17258 064C01423
10,"16, 104, 155, 205, 215, 234, 300, 314, 331, 515",1,19824 030 01572
10,"16, 104, 155, 205, 215, 234, 303, 306, 314, 331",1,13507B064C02479
13,"15, 104, 110, 155, 205, 215, 234, 300, 306, 314, 331, 510, 521",1,18596 064 01494
7,"15, 104, 109, 215, 220, 310, 331",1,20892 000 00000
9,"15, 104, 109, 204, 215, 220, 310, 331, 510",1,20885 000 00000
8,"12, 109, 205, 215, 234, 303, 310, 331",1,2024200117999
11,"12, 109, 210, 215, 220, 302, 306, 310, 311, 331, 510",1,39C626617000130
11,"12, 109, 210, 215, 220, 302, 306, 310, 313, 330, 331",1,04970B141 00888
8,"12, 109, 210, 215, 220, 302, 310, 331",1,10906 067800000
10,"12, 109, 210, 215, 220, 303, 310, 330, 510, 515",1,00533B211 02546
10,"12, 109, 210, 215, 220, 304, 306, 310, 331, 510",1,01241A049
9,"12, 109, 210, 215, 220, 306, 310, 312, 331",1,11C87U013200005
11,"12, 109, 210, 215, 220, 306, 310, 330, 331, 510, 515",1,00830B022 02585
10,"12, 109, 210, 215, 220, 306, 310, 330, 510, 515",1,39C539508400308
9,"12, 109, 210, 215, 220, 306, 310, 331, 510",1,20352 246000648
11,"12, 109, 210, 215, 225, 234, 306, 310, 330, 331, 510",1,14782A220200010
10,"12, 109, 210, 215, 225, 302, 306, 310, 331, 515",1,59C291120000367
12,"12, 109, 210, 215, 225, 303, 306, 310, 330, 331, 515, 521",1,16087 022 02923
10,"12, 109, 210, 215, 225, 303, 306, 310, 331, 521",1,00731B455 02460
9,"12, 109, 210, 215, 225, 306, 310, 331, 510",1,07471B045 05638
8,"12, 109, 210, 215, 225, 310, 330, 515",1,01091A087000181
8,"12, 109, 210, 215, 226, 306, 310, 330",1,16079 133 00038
11,"12, 109, 210, 215, 234, 301, 302, 310, 331, 510, 521",1,08500 001 05818
9,"12, 109, 210, 215, 300, 301, 310, 331, 521",1,20303 001 10752
9,"12, 109, 210, 215, 300, 310, 314, 331, 515",1,19619 022 00000
8,"12, 109, 210, 215, 220, 301, 310, 331",1,20331 041600043
9,"12, 109, 210, 215, 220, 301, 306, 310, 331",1,19C488  11  900
11,"12, 109, 210, 215, 220, 301, 306, 310, 330, 510, 515",1,06395 001 00025
9,"12, 109, 205, 215, 234, 306, 312, 330, 515",1,17199 000  B-49
8,"12, 109, 205, 215, 234, 303, 311, 331",1,18661 067 00406
12,"12, 109, 205, 215, 234, 304, 306, 310, 330, 331, 515, 521",1,04697A008 00018
9,"12, 109, 205, 215, 234, 304, 306, 310, 331",1,09321 000 01271
11,"12, 109, 205, 215, 234, 304, 306, 310, 331, 510, 521",1,09123 006 34583
9,"12, 109, 205, 215, 234, 304, 310, 330, 515",1,11C761000000004
11,"12, 109, 205, 215, 234, 306, 310, 330, 331, 515, 521",1,01470A150 00071
10,"12, 109, 205, 215, 234, 306, 310, 330, 515, 521",1,08077 162 01004
11,"12, 109, 205, 215, 234, 306, 311, 313, 331, 510, 515",1,07520A002 14860
7,"12, 109, 205, 215, 234, 306, 331",1,17418 162 00667
11,"12, 109, 210, 215, 220, 300, 306, 310, 311, 331, 515",1,19C358 57A  015
10,"12, 109, 205, 215, 234, 310, 330, 331, 515, 521",1,08634 002C04635
7,"12, 109, 205, 215, 234, 310, 331",1,59C646147500027
8,"12, 109, 205, 215, 234, 310, 331, 521",1,09021 002C15930
8,"12, 109, 205, 215, 304, 306, 310, 332",1,470256000
10,"12, 109, 205, 220, 234, 301, 310, 330, 331, 515",1,00704A006 32340
12,"12, 109, 210, 215, 220, 225, 306, 310, 313, 331, 510, 515",1,03110A102 02984
10,"12, 109, 210, 215, 220, 225, 306, 310, 330, 510",1,02508A009 09185
9,"12, 109, 210, 215, 220, 234, 306, 310, 331",1,19C471   1 1031
10,"12, 109, 210, 215, 300, 310, 330, 331, 510, 515",1,17973 212 01678
8,"12, 109, 210, 215, 300, 310, 331, 521",1,20508 580000729
10,"12, 109, 210, 215, 301, 302, 306, 310, 331, 510",1,01787A006 34186
7,"12, 109, 215, 220, 306, 331, 510",1,16386 661000311
7,"12, 109, 210, 215, 306, 310, 333",1,19C170003500025
6,"12, 109, 210, 215, 306, 331",1,20148 008 00168
9,"12, 109, 215, 220, 301, 302, 310, 331, 510",1,19178 162 07565
8,"12, 109, 215, 220, 302, 310, 330, 510",1,59C433052500304
9,"12, 109, 215, 220, 306, 310, 330, 510, 515",1,06573 005 00091
8,"12, 109, 215, 220, 306, 310, 330, 515",1,57C81 000000002
8,"12, 109, 215, 220, 306, 330, 331, 515",1,18310 000 00000
6,"12, 109, 215, 220, 306, 331",1,18311 000 00000
7,"12, 109, 215, 220, 330, 510, 515",1,45C606080000293
8,"12, 109, 210, 215, 306, 310, 330, 510",1,10795A056 00037
10,"12, 109, 215, 225, 226, 234, 306, 310, 331, 521",1,15443 062 04212
10,"12, 109, 215, 225, 234, 300, 301, 310, 331, 521",1,20239 001 13871
8,"12, 109, 215, 225, 234, 300, 306, 331",1,20227 000 00000
11,"12, 109, 215, 225, 234, 301, 310, 330, 331, 515, 521",1,20401 009 12084
9,"12, 109, 215, 225, 234, 301, 310, 331, 521",1,20034 001 25254
13,"12, 109, 215, 225, 234, 302, 306, 310, 330, 331, 510, 515, 521",1,01109B015 01143
9,"12, 109, 215, 225, 234, 302, 306, 331, 510",1,18008 047
9,"12, 109, 215, 225, 234, 302, 310, 331, 521",1,20035 001 25257
8,"12, 109, 210, 215, 306, 310, 331, 521",1,00599B007 24655
9,"12, 109, 210, 215, 306, 310, 330, 331, 515",1,19C491  14  015
10,"12, 109, 210, 215, 301, 302, 310, 331, 510, 521",1,08501 001 05806
11,"12, 109, 210, 215, 302, 306, 310, 330, 331, 515, 521",1,00889A005 13124
10,"12, 109, 210, 215, 301, 306, 310, 330, 510, 515",1,00901C009 29575
9,"12, 109, 210, 215, 301, 306, 310, 331, 510",1,014348370000704
9,"12, 109, 210, 215, 301, 306, 310, 331, 521",1,20360 018 00951
7,"12, 109, 210, 215, 301, 310, 331",1,017433858 00128
8,"12, 109, 210, 215, 301, 310, 331, 510",1,19193 093500190
7,"12, 109, 210, 215, 301, 331, 521",1,19708 025 03428
11,"12, 109, 210, 215, 302, 306, 310, 330, 331, 510, 515",1,00988A005 15233
12,"12, 109, 210, 215, 302, 306, 310, 330, 331, 510, 515, 521",1,00888A005 13436
8,"12, 109, 210, 215, 302, 306, 310, 331",1,14055 081300274
10,"12, 109, 210, 215, 306, 310, 330, 331, 510, 515",1,01432A221800208
8,"12, 109, 210, 215, 302, 310, 312, 331",1,18478 320 03537
8,"12, 109, 210, 215, 302, 310, 331, 521",1,19825 091 05743
8,"12, 109, 210, 215, 304, 306, 310, 331",1,13514L002 00683
8,"12, 109, 210, 215, 304, 306, 330, 515",1,39C165194800219
6,"12, 109, 210, 215, 304, 331",1,20055 819 01325
10,"12, 109, 210, 215, 306, 310, 313, 331, 510, 515",1,03113A102 03859
7,"12, 109, 210, 215, 306, 310, 330",1,08026A001C10183
9,"12, 109, 210, 215, 306, 310, 330, 331, 510",1,01206A033 04391
9,"12, 109, 205, 215, 234, 303, 310, 331, 521",1,19237 001 17999
11,"12, 109, 205, 215, 234, 303, 306, 314, 330, 331, 515",1,17982  387  449
11,"15, 38, 109, 215, 228, 234, 306, 310, 330, 510, 515",1,12019A10901 202
8,"12, 109, 205, 215, 234, 302, 331, 510",1,18431 053 08525
11,"12, 109, 205, 215, 220, 234, 301, 310, 331, 510, 521",1,19909 007 19197
9,"12, 109, 205, 215, 220, 234, 301, 331, 521",1,20179 001 18891
11,"12, 109, 205, 215, 220, 234, 302, 304, 310, 331, 510",1,10907 067800000
12,"12, 109, 205, 215, 220, 234, 302, 310, 330, 331, 510, 515",1,20875 002 08804
10,"12, 109, 205, 215, 220, 234, 302, 310, 331, 521",1,17971 016 04307
10,"12, 109, 205, 215, 220, 234, 306, 310, 330, 510",1,17B003000000000
10,"12, 109, 205, 215, 220, 234, 306, 310, 330, 515",1,01654A003 00354
9,"12, 109, 205, 215, 220, 234, 306, 331, 521",1,01623 073 01623
10,"12, 109, 205, 215, 220, 301, 306, 310, 330, 510",1,19C411082A00003
11,"12, 109, 205, 215, 225, 234, 301, 310, 330, 331, 510",1,01745A242 01713
10,"12, 109, 205, 215, 225, 234, 302, 310, 331, 510",1,13540A064 01743
10,"12, 109, 205, 215, 225, 234, 306, 310, 330, 331",1,11377A858 00036
11,"12, 109, 205, 215, 225, 234, 306, 310, 330, 331, 510",1,09598 02WC07275
9,"12, 109, 205, 215, 225, 234, 306, 310, 331",1,12848A759 00367
10,"12, 109, 205, 215, 226, 234, 306, 310, 330, 515",1,13074A144C00310
9,"12, 109, 205, 215, 227, 234, 301, 310, 331",1,21234 062 02648
14,"12, 109, 205, 215, 227, 234, 302, 306, 310, 330, 331, 510, 515, 521",1,08895 042 00310
12,"12, 109, 205, 215, 227, 234, 306, 310, 330, 510, 515, 521",1,21289 012200046
10,"12, 109, 205, 215, 233, 300, 310, 330, 515, 521",1,17235 001 12652
9,"12, 109, 205, 215, 220, 234, 301, 310, 331",1,20088 010 00542
11,"12, 109, 205, 215, 220, 234, 301, 310, 330, 331, 515",1,00118A000 00064
12,"12, 109, 205, 215, 220, 234, 301, 306, 310, 331, 510, 521",1,09260A001 00461
12,"12, 109, 205, 215, 220, 226, 234, 304, 306, 310, 331, 521",1,16514A021800007
